SOC Code,title,coverage_user,coverage_ai,completion_user,completion_ai,feedback_positive_fraction_user,feedback_positive_fraction_ai,impact_scope_user,impact_scope_ai,ai_applicability_score_user,ai_applicability_score_ai_nonphysical
11-1011,Chief Executives,0.3169339993634072,0.25975124523841775,0.908713558556942,0.9059596345269203,0.6946053793977461,0.6834696647455241,0.6060702151435658,0.33628995307722476,0.20798762323549994,0.10301817299370603
11-1021,General and Operations Managers,0.26086451685547046,0.19579148489595236,0.8970288252293491,0.9031009242805178,0.6913342875144103,0.6635367792595442,0.5992964329862092,0.35262960503308255,0.1606839556982759,0.05900248345949527
11-1031,Legislators,0.5666666666666667,0.4666666666666666,0.8994113639034386,0.8741843491557252,0.7132177342339868,0.6935767121001959,0.5838862780171595,0.3208613006949392,0.347126349077859,0.1908309890696802
11-2011,Advertising and Promotions Managers,0.44012194265717175,0.3567045117046333,0.908144026416668,0.8719292665882816,0.7014704462180605,0.6746314325242897,0.5871727279175772,0.29740322287009013,0.26158709439409483,0.11546382675152847
11-2021,Marketing Managers,0.42875023614070695,0.3787816742610333,0.909402635647899,0.9058286791660689,0.7046263127763506,0.6931002972504682,0.5984198099419854,0.3446960805767163,0.247308965875015,0.13103066572272903
11-2022,Sales Managers,0.3388205707040364,0.24316269310020225,0.8977604083749773,0.8751373057869887,0.7028263918952713,0.6797156258391245,0.5543780503847757,0.2741638555064682,0.2155428086242445,0.11280775566250495
11-2032,Public Relations Managers,0.46153846153846156,0.42307692307692313,0.9075472969673879,0.8905655556709103,0.7044397589355746,0.6789077225534607,0.5892214266867264,0.3390014703810546,0.2861865406795068,0.15794945232203328
11-2033,Fundraising Managers,0.27272727272727276,0.27272727272727276,0.9045037808774659,0.9002631116618632,0.7101625508806331,0.6898732255202048,0.5992189317008886,0.3565997167023878,0.18288759955084677,0.10318530948374025
11-3012,Administrative Services Managers,0.1850293028068099,0.1778468844717923,0.9119683600140802,0.9037627547356757,0.7056833133425185,0.679528000249461,0.585852097041968,0.28243289833326424,0.11434318606820193,0.059759654231740164
11-3013,Facilities Managers,0.12523348657605599,0.14129371683998287,0.8949015896063207,0.8810370854734848,0.6868807552723222,0.655746885955115,0.5813986538144994,0.26587493079126384,0.07265426689187732,0.050771297683254696
11-3021,Computer and Information Systems Managers,0.34124434555890937,0.24688254004424046,0.9053435014344844,0.8920223254579231,0.7035679897239153,0.6724814223496055,0.6113304725201701,0.3376548618925756,0.20591473959257367,0.09787228918472256
11-3031,Financial Managers,0.35223760098098905,0.2350537479304398,0.8894933130226638,0.882696285921341,0.6956465705111864,0.6706918351333423,0.5709829698124227,0.28209275582653476,0.20773998026425575,0.08986672840025525
11-3051,Industrial Production Managers,0.2386884878198634,0.25434019460648893,0.9198661002740183,0.9054885335804133,0.6895992396808416,0.6619258060971851,0.5615397172058848,0.2805550667519779,0.15260752123418064,0.08797468779477748
11-3061,Purchasing Managers,0.2044565561716891,0.3031281576593531,0.8857643838553012,0.8330995650422415,0.6780664253055824,0.6608617634475448,0.5753002814050453,0.26492498005125575,0.13631002651626117,0.07468073045602079
11-3071,"Transportation, Storage, and Distribution Managers",0.4468967466834533,0.33995602398473534,0.9093171702876784,0.870826512755059,0.693391591894228,0.6645494517147186,0.6015671481166979,0.3037947134724632,0.2861708002514011,0.12433809579232241
11-3111,Compensation and Benefits Managers,0.2961689056798203,0.30157870325495295,0.9248848543964365,0.9237479565647126,0.7047190140501007,0.6909952722886104,0.5815825327170736,0.24989418971217855,0.17826515085154618,0.10434747370112232
11-3121,Human Resources Managers,0.2819447036790315,0.2996730932095226,0.9265839653956477,0.8959391445683889,0.7163689152018564,0.6814253876658471,0.5521194083391646,0.20309855446435618,0.17718032270144157,0.09690325224962341
11-3131,Training and Development Managers,0.34139167593500713,0.5894565529458662,0.875939791782232,0.839480216139441,0.6966051186781941,0.6571834191215092,0.5962561120058171,0.273984167223083,0.19415446064675845,0.19170180677050064
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",0.24514427061722352,0.14008192849364443,0.8921981454250978,0.9421902092850843,0.7172536258086945,0.6865166461232178,0.5900958359050661,0.23689984877526968,0.13703820160026264,0.015044998040970581
11-9021,Construction Managers,0.329434934010316,0.1890181263934439,0.8901110389106718,0.8954381011153837,0.6838296063512755,0.6693874787525662,0.6256967547480476,0.32494233744572326,0.21244676264648768,0.07756515670333106
11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.2952984126929573,0.24983024137309964,0.9114146543284873,0.878773584463787,0.7178984463987942,0.6885245921239673,0.5737439844010829,0.2900837763585893,0.1792528574652678,0.07091777133977342
11-9032,"Education Administrators, Kindergarten through Secondary",0.2860889081913008,0.3036043875980652,0.9143753429880849,0.8783213106580607,0.7189105064359462,0.6916696067980926,0.5998878768137279,0.28806029748635653,0.18231630212345462,0.0886453416666129
11-9033,"Education Administrators, Postsecondary",0.19980877797171054,0.18632310797972096,0.9144939306628918,0.8924863201925117,0.7109860418174351,0.6889618977069064,0.5647399446545458,0.28450200595045155,0.12793997538953555,0.06476001591184297
11-9041,Architectural and Engineering Managers,0.33553711968703526,0.31373720696989793,0.897459979464727,0.9191551909935542,0.6770811700388745,0.682948914170872,0.6205681960012913,0.307702368560037,0.22193998843962934,0.1048408841290964
11-9051,Food Service Managers,0.21638216125242696,0.12076188075901187,0.9058947340572928,0.9020164383949387,0.6978280268542079,0.687924943149597,0.5711914116945229,0.28388724585468256,0.1390517331874421,0.042987913546012835
11-9071,Gambling Managers,0.3445761556842598,0.4027103255583113,0.8961402208439831,0.8566682045422266,0.6915166911407488,0.6583590976956566,0.5893735959078444,0.32278150316295495,0.22793409720025776,0.14281303922813943
11-9072,"Entertainment and Recreation Managers, Except Gambling",0.4545454545454546,0.45454545454545464,0.9180479914864589,0.9177676707992333,0.7136162642175528,0.6467559118216332,0.6437154421726956,0.4249449988744257,0.32518499808542933,0.18150682377660327
11-9081,Lodging Managers,0.3479785383352105,0.37442380490081106,0.9004521499494276,0.8863027532703166,0.7017778399538187,0.6850251574597274,0.609714632667258,0.3373400211792308,0.24357014812890881,0.12323551148599132
11-9111,Medical and Health Services Managers,0.3087265304071578,0.33422866694532694,0.9129748209731546,0.9000593408154559,0.6963510515400823,0.6666917510060761,0.5858359863100123,0.3020706757552662,0.2015510789258228,0.12502710038156759
11-9121,Natural Sciences Managers,0.25638903192609586,0.2335849429243802,0.9055894119292734,0.8640172086791151,0.6998377490498684,0.6767005510003403,0.5916192450185789,0.2938322142082669,0.15743390447841293,0.06744372998480594
11-9131,Postmasters and Mail Superintendents,0.13075800382072375,0.2442114743451047,0.8988283686664645,0.926495522560715,0.6982330688962204,0.6936054783285432,0.5819729786022512,0.3365316461479897,0.1029985282522293,0.11529183444306074
11-9141,"Property, Real Estate, and Community Association Managers",0.33502033213567195,0.16783526945197347,0.8965277644838527,0.8900499732807613,0.6950960566828249,0.6888046907629323,0.5820744782227647,0.2987037726356692,0.20301163845329687,0.07566411422031608
11-9151,Social and Community Service Managers,0.3631403068680314,0.2915598505775974,0.9132520868109545,0.8500582375763587,0.7013931512451218,0.677674901928194,0.5567716705801818,0.2742593456710938,0.2128033203886711,0.09882706989370256
11-9161,Emergency Management Directors,0.38942911882355113,0.36183357215854006,0.9257140607229026,0.8918067272490127,0.718269727058205,0.701403369847795,0.6063489047460705,0.3257983138094867,0.24625029373654847,0.15010897126772593
11-9171,Funeral Home Managers,0.3459662861122022,0.24961752340335588,0.9102736379674471,0.8712129419481393,0.7109920730262025,0.6951408695171218,0.5989338099394145,0.3125127841555401,0.22794249302769923,0.10444904021979388
11-9179,"Personal Service Managers, All Other",0.27001062742383747,0.30905293129319933,0.9130836689612037,0.8947861114236586,0.7028054972718559,0.6903678801264668,0.5985464671665627,0.3103533768359575,0.17987272058726347,0.11270358006597925
11-9199,"Managers, All Other",0.30150552032851363,0.27906640361274754,0.9128665732644009,0.8752106755881511,0.7060954254530973,0.6739182177066906,0.5921951990287495,0.30219281679979754,0.1925460858251459,0.0990116539392521
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.5063481678085983,0.4339156305981808,0.9210842997507285,0.9161731745101775,0.7152755251544417,0.7392246202545629,0.6303644599700039,0.3235093830501583,0.3386886100693119,0.19906336146839668
13-1020,Buyers and Purchasing Agents,0.506976940583568,0.34396393863606955,0.9012818648328255,0.913242985756996,0.7016459573720081,0.7077980842973061,0.5809664706176353,0.27683742388616484,0.2849665110687847,0.12157237194134908
13-1031,"Claims Adjusters, Examiners, and Investigators",0.5384689270523523,0.40634221496017325,0.878276986653481,0.8407047854087588,0.6863684393597889,0.6897002105633644,0.6003265420636538,0.2860224845644529,0.3003527102675838,0.11375411405600347
13-1032,"Insurance Appraisers, Auto Damage",0.6494306798033666,0.4896973344286074,0.8653482419570865,0.9199355236974929,0.6876218212264492,0.7184977503888166,0.6317180734846498,0.27436214873328496,0.38743094463739824,0.15607399252814608
13-1041,Compliance Officers,0.4641661623886611,0.34683407546461337,0.9090790996125206,0.8683928662821129,0.7105026613938853,0.6921270711401266,0.5923348791792873,0.315985770448236,0.2749261473533163,0.12330122601243457
13-1051,Cost Estimators,0.5909002462530377,0.5056905858856662,0.8705756996223998,0.8902922865969987,0.681631771011439,0.665357637628418,0.6272620041837008,0.3422414116693479,0.332740382464794,0.1767317238787432
13-1071,Human Resources Specialists,0.33994477422445135,0.4553218977129303,0.919426117258911,0.8760790369613259,0.7076258836509715,0.65133045666128,0.5841867189063767,0.3052698524464837,0.2241951975490486,0.17723748104145556
13-1074,Farm Labor Contractors,0.1545655660225519,0.25469968211053046,0.9279413128617872,0.8891157467147629,0.7258198555089403,0.6480364643700967,0.41408012734530875,0.22587245838867176,0.08099438028504141,0.0
13-1075,Labor Relations Specialists,0.1438354268124719,0.12215962428365192,0.9238616912886296,0.8438842669555582,0.7714109734902002,0.7553852326008222,0.5848361639638264,0.257226615744717,0.08406436720888377,0.05045425679574715
13-1081,Logisticians,0.34615713423711697,0.2928829863122777,0.8858853146335128,0.8926343547987223,0.6747777040414247,0.6549827365334946,0.5932158600017281,0.34276664056023853,0.2093267086285454,0.11530806280979818
13-1082,Project Management Specialists,0.3636363636363637,0.3636363636363637,0.9000077897952621,0.8999469551799533,0.6729695663895136,0.6554634585267648,0.6041568774687794,0.35331042088490217,0.2289609951641374,0.1358350885974689
13-1111,Management Analysts,0.7049971381532535,0.6477085052482522,0.8914264702456484,0.9000330429645849,0.6778807486472471,0.6680797020138242,0.6855205937274771,0.39463867406751063,0.441117318636296,0.26466728893663766
13-1121,"Meeting, Convention, and Event Planners",0.27389383930453126,0.3111340118911268,0.9081621362223893,0.8791173720199117,0.696217556517304,0.6744587563485241,0.5810813054858205,0.30840593065563116,0.1676648766791932,0.1253509887967765
13-1131,Fundraisers,0.3231502697229962,0.15599861716972016,0.9093645023471802,0.9011507545941473,0.7086962177137086,0.6899645124171774,0.5740051339275474,0.28862872014290764,0.18532217685627478,0.05968013275987655
13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.3539106633512862,0.31241624917326516,0.9058599774103719,0.8667163702291372,0.6922466610506103,0.6450733129587958,0.6153411130728696,0.34474837817801124,0.22234319706938638,0.11196326921969935
13-1151,Training and Development Specialists,0.4543952926410623,0.5049651901760761,0.9284788142028807,0.9391668983539373,0.7098910447761531,0.6755491278570295,0.6044750773473079,0.2630073477034196,0.2849055853250852,0.19858969959135683
13-1161,Market Research Analysts and Marketing Specialists,0.7380124258772982,0.6760465004427563,0.8983648604205767,0.8950429965642215,0.6797040890785416,0.6630851623264307,0.6516047383596042,0.3817726952420591,0.4411892995612404,0.25827810369662874
13-1199,"Business Operations Specialists, All Other",0.5408182922713746,0.33994257402152545,0.888717634690852,0.908692141235137,0.6819909663124932,0.6913187666537883,0.6222370813516128,0.3330826717944303,0.3158850758487558,0.12115744746296762
13-2011,Accountants and Auditors,0.5164083107479145,0.4154095747225145,0.8522535248981383,0.8758513939737258,0.6599951203667801,0.635609050005182,0.580632573789101,0.3285136484748864,0.27642130732552816,0.11276988289310112
13-2020,Property Appraisers and Assessors,0.497787605893514,0.4764182161913765,0.862129155202122,0.8632252195670426,0.6572018210869827,0.6476190107224823,0.6109703576602518,0.3591837320628053,0.2907715521974643,0.1670067857000494
13-2031,Budget Analysts,0.6970074774107318,0.3824606873390344,0.8446414387948822,0.8753483315513098,0.6525281962000269,0.6441787290377494,0.6017310738895942,0.38764177026862934,0.3430994479496353,0.12507224929008548
13-2041,Credit Analysts,0.5159900000693443,0.1616313265710333,0.8464316542718919,0.8800923399297244,0.6581901667939326,0.6577870017753538,0.5843949255507924,0.34546873271643397,0.26363858867332696,0.05962608386656544
13-2051,Financial and Investment Analysts,0.7096774193548385,0.48387096774193533,0.8614356149531602,0.8718574299596211,0.6830579810627473,0.6721978672012535,0.6019822635537926,0.34004248939238907,0.3805042060431963,0.17620530021782643
13-2052,Personal Financial Advisors,0.6966149949931326,0.6806003800628562,0.9028919541170641,0.8461474844277652,0.688322702516093,0.6721722840548346,0.6835229513206481,0.36524428849726354,0.47220380960002856,0.23824688813998907
13-2053,Insurance Underwriters,0.39262529136166396,0.23664630841927414,0.8436425761900652,0.9310606136775913,0.6891596306200733,0.7139356651990219,0.5612497376901986,0.22543349032326154,0.22976072820075827,0.09214962472180341
13-2054,Financial Risk Specialists,0.5588235294117647,0.411764705882353,0.8641878127023644,0.874348728382799,0.6786304972108951,0.6717308983296756,0.6223226035418358,0.3517426278501305,0.32561417385823554,0.15670747392366935
13-2061,Financial Examiners,0.26643163490215016,0.35687884805250897,0.8998300421288948,0.8716111270685964,0.6919817893208243,0.6358503204473186,0.5822049620148638,0.27957639192214595,0.17050925506987133,0.10791715558555273
13-2071,Credit Counselors,0.5858673516728152,0.5672911120525528,0.8852011024618021,0.863880634749747,0.6935742249332058,0.6862338504074711,0.6701734734885835,0.37012200433076486,0.3785192046445102,0.19848423108282132
13-2072,Loan Officers,0.49770845035887346,0.5336246151423593,0.8674349266641302,0.8432992957279727,0.6685450572061675,0.6770430733537656,0.6132818783142093,0.3373414664037678,0.3067698669125948,0.18738182377180387
13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.5409952332775255,0.5268664652617946,0.8896898929756252,0.8877127767620907,0.6933135272322836,0.6942611482934449,0.6701713340058766,0.4440688349136341,0.3924722505973195,0.28737780258918805
13-2082,Tax Preparers,0.7010558264488861,0.790585780447919,0.8090773387121047,0.7857697101758847,0.6404556622690675,0.639635811112121,0.6287221932060445,0.37028678575871365,0.3715839783933951,0.2516190262599358
13-2099,"Financial Specialists, All Other",0.650908039598691,0.41575413225209856,0.8707189782394797,0.8797377696252439,0.6926798317245403,0.6887120946186824,0.5991793243544273,0.33029927353853805,0.35242706783132716,0.1392595705941314
15-1211,Computer Systems Analysts,0.8191702286160463,0.44896378225003036,0.8605654907196315,0.874968584394607,0.6512432091131938,0.6434617179175797,0.6502722848646977,0.35055876473606695,0.4693064004657178,0.15594209868457043
15-1212,Information Security Analysts,0.5267560159339971,0.4427207834172665,0.9031128584168415,0.8651405633907848,0.6669447822955384,0.637492072202427,0.6187708786168941,0.3068494074853765,0.2974733092810994,0.14644894507845546
15-1221,Computer and Information Research Scientists,0.5178840283685929,0.3332786125086567,0.8300706783290615,0.8524635779183652,0.6353748488247442,0.6209101526806868,0.5901933208796231,0.3228887453949671,0.25134471423560417,0.08717323050324752
15-1231,Computer Network Support Specialists,0.7998028990926453,0.37812132425988965,0.8989861302709623,0.8989681706171566,0.6611434519448056,0.6464327206573844,0.6605411296040483,0.3200541595998803,0.48307974717301266,0.12119331813823814
15-1232,Computer User Support Specialists,0.8808821722257635,0.5589777363888273,0.8779481372972565,0.8725597523955844,0.6560472199351217,0.6414647284434106,0.6335063291579975,0.3159710823415413,0.5016691442756165,0.16611003760806675
15-1241,Computer Network Architects,0.6637580644527084,0.37573214139445166,0.8817957755279947,0.8853488955894192,0.6651027910427026,0.6497380104781594,0.6227354574331513,0.3132658016909629,0.38351842687001975,0.12042199986954907
15-1242,Database Administrators,0.6824153841267813,0.5807076590064338,0.877453625575547,0.8810534072329402,0.6538993420897617,0.6448898875953007,0.6376838339228666,0.35440676579419117,0.400462891742534,0.19432902760453727
15-1243,Database Architects,0.7527058387464257,0.648944147352864,0.8300261670922627,0.8518112599602542,0.6305171896690956,0.6256782662839804,0.6344009866369151,0.36769757455553764,0.4168593089902951,0.2070720001205995
15-1244,Network and Computer Systems Administrators,0.7069272623519935,0.3216605461939127,0.8987641302670967,0.8775146410162624,0.6656460042834705,0.6409050466059911,0.6373684735314219,0.2961735411919887,0.41910686273715086,0.08594424003595011
15-1251,Computer Programmers,0.8625477321993215,0.5045921576461128,0.849264771491093,0.843095221837066,0.6250940136380544,0.615168355225878,0.6218342651142806,0.31622470001871045,0.4651765386270382,0.154887037685934
15-1252,Software Developers,0.75,0.49999999999999994,0.8452954640334621,0.8541081597345253,0.6307351703235173,0.62582114495819,0.6057888984814657,0.32971343954578114,0.40582262860174917,0.1504910098004812
15-1253,Software Quality Assurance Analysts and Testers,0.7777262275567585,0.5374748678052951,0.8714464542523523,0.8821594717811345,0.6468129369256574,0.6404118323722546,0.6389314099882444,0.34484457623866016,0.45870125215793467,0.19676659291053034
15-1254,Web Developers,0.8908233835926886,0.5749743804504065,0.8609368296933453,0.8552261586860825,0.6353309434577878,0.6201529169982322,0.6526126316055909,0.35879767842086524,0.5044391338864741,0.20181602635464035
15-1255,Web and Digital Interface Designers,0.8866422973210576,0.5553025450410927,0.767773088855205,0.8034394204658191,0.6031919475932439,0.5995217956696357,0.6026996854497283,0.34814758505990157,0.414982246498154,0.17306723095910542
15-1299,"Computer Occupations, All Other",0.7277760199369601,0.554559080080736,0.8561970597805201,0.8520122919848278,0.6482429412014354,0.6319588631100242,0.6326090576399858,0.34248380322642846,0.41280807335213626,0.18276362485392728
15-2011,Actuaries,0.33405709060033884,0.34371434882505036,0.8818308617302175,0.8814441930307297,0.7095546187964848,0.6911442675947065,0.590585056576442,0.3106529717222309,0.18605572516063784,0.13023987258102906
15-2021,Mathematicians,1.0,0.8108443563269272,0.7266517056921843,0.76173280291882,0.6018023019053145,0.5941936572224494,0.6509432846701123,0.425478324825349,0.4865767946064617,0.28576375675184884
15-2031,Operations Research Analysts,0.8273495145736006,0.5703408054820962,0.8174749618960706,0.8268252197001283,0.6225710260256648,0.6120643647323575,0.6322089101316236,0.3442494610956968,0.4366388269081578,0.17835230246298744
15-2041,Statisticians,0.765741600882484,0.6607378082072978,0.7910181832326723,0.7984321634504506,0.6311000723425126,0.6266331001660853,0.6440054968754019,0.385411610128256,0.4082516078921115,0.2217826273430017
15-2051,Data Scientists,0.7720339178332138,0.7588080560943052,0.8641927303805056,0.8618610756048373,0.6471844281327609,0.6351092747898454,0.6326965734437404,0.3786028317752449,0.4457232429718907,0.26860330907191793
15-2099,"Mathematical Science Occupations, All Other",0.7587213598860181,0.5339208783735404,0.8785969286187582,0.8851041637956925,0.6497668835271411,0.6345894726460082,0.6642629000343478,0.388898726981937,0.460428568524238,0.21125746712894528
17-1011,"Architects, Except Landscape and Naval",0.5696395658684389,0.4354877134512568,0.7510192889190395,0.7384460504820056,0.6228592702663172,0.6209297399675826,0.5700195405708841,0.260726713319715,0.25748427376608973,0.09234916708958256
17-1012,Landscape Architects,0.5981377523794787,0.5981377523794787,0.7369753621518577,0.7322183903020836,0.6138759972159026,0.6113753288983926,0.5824755282966056,0.2913330489918012,0.2695195693618553,0.16732568599225908
17-1021,Cartographers and Photogrammetrists,0.6939471863510911,0.509861770561707,0.7115932193437718,0.6957804303629962,0.5840413520302655,0.588815720584079,0.565835390907657,0.3072509122778617,0.2771257693880185,0.07513035991761197
17-1022,Surveyors,0.3812553827052518,0.3210678322438388,0.850638962120055,0.85762319220945,0.6367326870989897,0.6127265243039054,0.6055706394200459,0.36176199579376694,0.198039744892099,0.10091306812059066
17-2011,Aerospace Engineers,0.5703323311079528,0.24184333567768856,0.8585647602029182,0.8673678249833691,0.6289947657043649,0.6316490167937178,0.6082796518134669,0.3335236581519168,0.31048547122605963,0.08057580005478432
17-2021,Agricultural Engineers,0.4709209597031716,0.5147212820119382,0.7811975659581569,0.7893973175850836,0.6342697434456803,0.6229003162558084,0.5903588580936172,0.29391765233718653,0.19239971288833918,0.11318441099660626
17-2031,Bioengineers and Biomedical Engineers,0.7800584113939893,0.5335393199835641,0.844868275149925,0.8432213406961973,0.6607906914118646,0.6421573447647875,0.6296664951286949,0.3451404588547945,0.43744403455590786,0.15902192581092756
17-2041,Chemical Engineers,0.4826003362640944,0.2687204719967696,0.8942023195002023,0.898071598050937,0.6809801416593578,0.6685097486883133,0.6290770363565144,0.28895102220483837,0.30173447408715126,0.042060033694417555
17-2051,Civil Engineers,0.47093496741506463,0.3784255135718576,0.8491155768271981,0.8503320659882376,0.6573084046913147,0.6480733766806716,0.6058373202069101,0.30127981055694975,0.27917803003897457,0.13158674274498772
17-2061,Computer Hardware Engineers,0.7331368082761729,0.5624614924223996,0.8741745471205772,0.8612744794366907,0.6602318102905006,0.6412835875655113,0.6403861841683739,0.35607059185414475,0.43452372662805167,0.19507120571062977
17-2071,Electrical Engineers,0.37186438330816773,0.20415386801846447,0.824595775488342,0.831543750008695,0.6449324869062399,0.6324045666007188,0.5716408028453067,0.2799102239214988,0.1726983530209776,0.04763832719809183
17-2072,"Electronics Engineers, Except Computer",0.6916852260081654,0.4404379352742635,0.8644480219514572,0.8662072223670644,0.6581401117795809,0.6513323614760351,0.6322502525208334,0.32953659182235157,0.3967664470768857,0.15110614200460626
17-2081,Environmental Engineers,0.3750966325093429,0.5071390762701302,0.8972825673214915,0.9096526036658487,0.6956957605552314,0.68376112170782,0.6188982729915427,0.342679060683968,0.22979329289242134,0.18677524506799004
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.5528800499221944,0.47156172929699125,0.8930210686680822,0.9045701242676012,0.6872146569705455,0.6679485840891703,0.6188602586889068,0.3367194654405089,0.32695962766367376,0.15268692526520736
17-2112,Industrial Engineers,0.6159364401321037,0.47106710154317755,0.8656893204758167,0.8752294612654773,0.6614055228869542,0.652039448734347,0.6362724590758861,0.3316762077028967,0.35798948270846737,0.14860695475544322
17-2121,Marine Engineers and Naval Architects,0.5408068280896298,0.35615443190733026,0.8579335322072046,0.8297900305804902,0.6620255293056683,0.6435126427125488,0.5957461284092136,0.31327744412243075,0.2969392666709096,0.10292535644278576
17-2131,Materials Engineers,0.41745855211268934,0.3424038305998623,0.8899776984672898,0.8881725108426667,0.6760237470983582,0.6595510116583394,0.6158423474977457,0.3053371207781791,0.25123395600333587,0.10763031362807492
17-2141,Mechanical Engineers,0.6283412059813032,0.43341548560972987,0.8673293842272412,0.877615772335581,0.6556046173989942,0.6456892051867008,0.6488950965442327,0.33552411925910086,0.3763142963409713,0.13821870798908756
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.47482731981661275,0.4406084265344863,0.8933338973428603,0.8929074962113224,0.672546927434243,0.6625395421984541,0.6362466484161985,0.31188100444739103,0.30659392003458236,0.14343948156747538
17-2161,Nuclear Engineers,0.49164901118903054,0.3211739397790125,0.8874803831203342,0.8604862818132429,0.6758644127581449,0.6377206671621116,0.612849252676279,0.3371214599299031,0.29213347084933255,0.12683335328251805
17-2171,Petroleum Engineers,0.45183612266520307,0.3224241386329426,0.8911635175983148,0.8876047762722717,0.6545651786930521,0.6464205126307581,0.6215734042108065,0.3272373256450465,0.2817714601143699,0.1188456802735385
